Date,Temperature
2010-01-01,19.96714153011233
2010-01-02,13.617356988288154
2010-01-03,21.476885381006923
2010-01-04,30.230298564080254
2010-01-05,12.65846625276664
2010-01-06,12.658630430508195
2010-01-07,30.792128155073915
2010-01-08,22.674347291529088
2010-01-09,10.305256140650478
2010-01-10,20.425600435859646
2010-01-11,10.365823071875377
2010-01-12,10.342702464297432
2010-01-13,17.419622715660342
2010-01-14,-4.13280244657798
2010-01-15,-2.249178325130327
2010-01-16,9.377124707590273
2010-01-17,4.8716887966557625
2010-01-18,18.14247332595274
2010-01-19,5.91975924478789
2010-01-20,0.8769629866470847
2010-01-21,29.65648768921554
2010-01-22,12.742236995134643
2010-01-23,15.67528204687924
2010-01-24,0.7525181378654331
2010-01-25,9.556172754748173
2010-01-26,16.10922589709866
2010-01-27,3.4900642257769725
2010-01-28,18.75698018345672
2010-01-29,8.99361310081195
2010-01-30,12.083062502067232
2010-01-31,8.982933877706031
2010-02-01,33.522781845089376
2010-02-02,14.86502775262066
2010-02-03,4.422890710440996
2010-02-04,23.22544912103189
2010-02-05,2.7915635002897776
2010-02-06,17.088635950047554
2010-02-07,-4.596701238797756
2010-02-08,1.7181395110156945
2010-02-09,16.968612358691235
2010-02-10,22.384665799954107
2010-02-11,16.713682811899705
2010-02-12,13.843517176117595
2010-02-13,11.988963044107113
2010-02-14,0.21478009632572537
2010-02-15,7.801557916052913
2010-02-16,10.393612290402125
2010-02-17,25.571222262189156
2010-02-18,18.436182895684613
2010-02-19,-2.6304015536273404
2010-02-20,18.24083969394795
2010-02-21,11.149177195836835
2010-02-22,8.230779996940413
2010-02-23,21.11676288840868
2010-02-24,25.309995224959508
2010-02-25,24.312801191161988
2010-02-26,6.607824767773614
2010-02-27,11.907876241487854
2010-02-28,18.31263431403564
2010-03-01,24.755451271223592
2010-03-02,10.208257621547101
2010-03-03,13.143410233361829
2010-03-04,3.936650259939718
2010-03-05,3.037933759193292
2010-03-06,23.12525822394198
2010-03-07,28.56240028570823
2010-03-08,14.27989878419666
2010-03-09,25.03532897892024
2010-03-10,18.61636025047634
2010-03-11,8.548802453948756
2010-03-12,18.613956055084138
2010-03-13,30.380365664659692
2010-03-14,14.641739608900485
2010-03-15,30.64643655814006
2010-03-16,-11.197451040897445
2010-03-17,23.21902504375224
2010-03-18,15.870470682381713
2010-03-19,12.009926495341325
2010-03-20,15.917607765355022
2010-03-21,-4.875689146008927
2010-03-22,12.803281121624881
2010-03-23,18.571125715117464
2010-03-24,29.77894044741516
2010-03-25,9.817297817263526
2010-03-26,6.915063971068124
2010-03-27,9.982429564154636
2010-03-28,24.15402117702074
2010-03-29,18.287511096596845
2010-03-30,9.702397962329613
2010-03-31,20.13267433113356
2010-04-01,15.970775493480403
2010-04-02,24.686449905328892
2010-04-03,7.979469061226476
2010-04-04,11.723378534022318
2010-04-05,11.078918468678424
2010-04-06,0.36485051867881424
2010-04-07,17.961202770645762
2010-04-08,17.610552721798893
2010-04-09,15.05113456642461
2010-04-10,12.654128666248532
2010-04-11,0.8462925794958576
2010-04-12,10.79354677234641
2010-04-13,11.572854834732304
2010-04-14,6.97722730778381
2010-04-15,13.387142883339909
2010-04-16,19.040508568145384
2010-04-17,33.8618590121053
2010-04-18,16.74577812831839
2010-04-19,17.57550390722764
2010-04-20,14.255540842338327
2010-04-21,-4.187712152990414
2010-04-22,14.734861245507831
2010-04-23,15.602302099410265
2010-04-24,39.63242112485286
2010-04-25,13.076390352188774
2010-04-26,18.015473423336125
2010-04-27,14.652882302947567
2010-04-28,3.313219623804679
2010-04-29,26.428228145150207
2010-04-30,22.519330326867742
2010-05-01,22.91031947043047
2010-05-02,5.90612545205261
2010-05-03,29.02794310936099
2010-05-04,0.981489372077192
2010-05-05,20.868570938002705
2010-05-06,36.90455625809979
2010-05-07,5.094636748693116
2010-05-08,9.33702270397228
2010-05-09,15.996513650876413
2010-05-10,9.965243458838007
2010-05-11,-0.506634310661326
2010-05-12,15.685629748060274
2010-05-13,4.376962862738951
2010-05-14,19.735924306351816
2010-05-15,5.805757657661969
2010-05-16,30.499344050175395
2010-05-17,7.167467076637629
2010-05-18,11.779384837943244
2010-05-19,23.135172173696695
2010-05-20,2.6913568356604483
2010-05-21,17.274599346041295
2010-05-22,28.07142754282428
2010-05-23,-1.0748323456122755
2010-05-24,16.846338585323043
2010-05-25,17.598827942484235
2010-05-26,22.818228717773103
2010-05-27,2.6304928912191805
2010-05-28,1.795433869157236
2010-05-29,20.219415656168977
2010-05-30,17.96984673233186
2010-05-31,17.504928503458764
2010-06-01,18.464482094969757
2010-06-02,8.199752784215093
2010-06-03,17.322536971610035
2010-06-04,17.93072473298681
2010-06-05,7.856485819736322
2010-06-06,33.65774511144757
2010-06-07,19.738329209117875
2010-06-08,3.0869650279735144
2010-06-09,21.565536086338298
2010-06-10,5.253183297726785
2010-06-11,22.87084603742452
2010-06-12,26.58595579007404
2010-06-13,6.7931768164828945
2010-06-14,24.633761292443218
2010-06-15,19.12780926936498
2010-06-16,23.2206015999449
2010-06-17,33.967929826539475
2010-06-18,12.546118839971296
2010-06-19,7.462638356425105
2010-06-20,6.104855703744768
2010-06-21,6.841897150345616
2010-06-22,14.228982905858958
2010-06-23,18.411519748166437
2010-06-24,17.76690799330019
2010-06-25,23.27183249036024
2010-06-26,15.13001891877907
2010-06-27,29.535340771573168
2010-06-28,12.35343166762044
2010-06-29,42.20169166589619
2010-06-30,21.25667347765006
2010-07-01,6.428424435837174
2010-07-02,4.291075019388877
2010-07-03,19.824724152431852
2010-07-04,12.765372146741491
2010-07-05,22.14000494092092
2010-07-06,19.73237624573545
2010-07-07,14.271710873431273
2010-07-08,6.53206281931595
2010-07-09,-0.14847224685864546
2010-07-10,10.534850479329789
2010-07-11,23.56398794323472
2010-07-12,17.14093744130204
2010-07-13,2.542612212880119
2010-07-14,16.73180925851182
2010-07-15,18.853173797288367
2010-07-16,6.161425637988669
2010-07-17,16.53725105945528
2010-07-18,15.582087184459999
2010-07-19,3.5702970216937686
2010-07-20,18.577873603482832
2010-07-21,20.607845263682343
2010-07-22,25.83051243175277
2010-07-23,25.53802052034903
2010-07-24,1.2233063204290886
2010-07-25,5.621749600848773
2010-07-26,20.150352672086598
2010-07-27,20.137859509122087
2010-07-28,20.15047686306048
2010-07-29,53.52731490654721
2010-07-30,20.70890510693167
2010-07-31,26.355656401805987
2010-08-01,24.540017634932024
2010-08-02,21.51391251305798
2010-08-03,11.847307553596544
2010-08-04,22.589692204932675
2010-08-05,7.271747854624282
2010-08-06,12.631813932599911
2010-08-07,10.146364521708964
2010-08-08,15.818741393863226
2010-08-09,38.146585666735085
